nom_entreprise,nom_emploi,description_cie,description_job,salaire_min,salaire_max,salaire_avg,ville,departement,contrat,niveau_experience,niveau_etudes,teletravail,competences,date_publication,secteur,nb_employes,url,impact,index_egalite,repartition_genre,company_creation,reference,office_latitude,office_longitude,source
HAYS MEDIAS,Architecte Solution / Business Analyst Data H/F,"Hays plc est l'un des principaux groupes mondiaux de recrutement de professionnels. Hays est l'expert du recrutement de personnes qualifiées, professionnelles et compétentes dans le monde entier. Hays est le leader du marché au Royaume-Uni et en Asie-Pacifique et également l'un des leaders du marché en Europe continentale et en Amérique latine. Hays intervient pour le compte de milliers d’entreprises des secteurs privé et public, sur des postes en CDI, CDD, Travail Temporaire et Contracting.
 
Hays France & Luxembourg compte aujourd’hui plus de 650 salariés répartis au sein de 22 bureaux (Aix-en-Provence, Amiens, Biarritz, Bordeaux, Clermont-Ferrand, Dijon, Grenoble, La Rochelle, Lille, Lyon, Montpellier, Nancy, Nantes, Nice, Paris, Reims, Rennes, Rouen, Strasbourg, Toulouse, Tours et au Luxembourg) couvrant 25 secteurs d’activité.","En étroite collaboration avec les urbanistes fonctionnels, les Chef de projets, la MOA et les métiers, vous serez en charge des missions suivantes : - Participer à la tenue à jour de la cartographie applicative du SI Décisionnel - Participer à la définition de la trajectoire urbanistique du SI Décisionnel à court et moyen terme - Assister la MOA et le métier durant les phases de cadrage des besoins - Identifier et Instruire les demandes d'évolutions et/ou les nouveaux projets et s'assurer de la faisabilité de la solution proposée en coordination avec les chefs de projets, les éditeurs, les Ingénieurs Data et les experts solutions - Concevoir et porter les solutions technico-fonctionnelles - Réaliser la modélisation de données - Apporter son expertise fonctionnelle lors de l'élaboration de la stratégie de test. - Co-construire les spécifications fonctionnelles avec les ingénieurs Data - Accompagner l'équipe sur les aspects fonctionnels tout au long du projet - Participer à la recette avec la MOA - Faire le lien avec les urbanistes Le (la) candidat(e) devra disposer d'une forte autonomie, être proactif et rigoureux. De plus, il devra être capable de traiter de plusieurs sujets en parallèle.",100.0,810.0,455.0,Île-De-France,75,Mission freelance,,,,,2024-07-18,,,/fr/tech-it/analyste/job-mission/architecte-solution-business-analyst-data-h-f,,,,,,,,Free Work
K-Lagan,Business Analyst Data / BI - Niort,"K-LAGAN est un cabinet de conseil stratégique de services technologiques, donnant la priorité aux personnnes et à l'engagement envers notre société. Nous avons des valeurs et une âme. Nous sommes attachés à notre équipe et nous sommes toujours à la pointe des dernières tendances technologiques.","Chez K-LAGAN & Kereon, nous parions sur vous ! Vous êtes à la recherche d'un projet stable et durable ? Vous cherchez à vous épanouir professionnellement jour après jour ? N'hésitez pas à rejoindre notre équipe ! Vous êtes intéressé ? Alors, je vous laisse l’opportunité d’en lire plus... Responsabilités: Analyse des exigences. Developpement des processus ETL. Conception de rapports tableaux de bord. Exctraction, manipulation, analyse et interprétation des données. Collaboration interdépartementale. Gestion de Projet. Maintenance et amélioration continue.",10.0,55.0,32.5,Niort,79,CDI,,,,,2024-07-18,,,/fr/tech-it/analyste/job-mission/business-analyst-data-bi-niort,,,,,,,,Free Work
Celexio,Business Analyst - Data Gouvernance,"Celexio est une jeune structure qui a pour ambition de s’imposer comme interlocuteur de référence dans le conseil, la digitalisation et le sourcing. 

Celexio c’est, avant tout, une équipe de passionnés de nouvelles technologies, une équipe regroupée autour d’une seule et même conviction ""produire un service de qualité"".

Nous valorisons nos ressources humaines et technologiques pour apporter des solutions innovantes, efficaces et pérennes.","Salut à toi jeune entrepreneur ! Je recherche pour le compte d’un de mes clients, 2 Business Analysts avec une spécialisation Data Governance. Idéalement, tu possèdes une expérience dans le secteur de la finance, dans le contrôle de gestion, sur les process de budgétisation ou/et SAP. Dans le cadre de la mise en place d’un nouveau projet de gouvernance des données, voici une liste de tâches non exhaustive : la compréhension et la documentation dans l’outil de Data Catalog l'execution du mapping des Datasets logiques avec leur implémentation physique dans l'outil de Data Catalog l'identification et la documentation dans l’outil du catalogue de données des Business Process qui utilisent / produisent ces Datasets l’identification et la documentation dans l'outil de Data Catalog des Rôles et Responsabilités l'identification et la documentation dans l'outil de Data Catalog des règles métier. Les Data Governance Officers doivent s'assurer de la cohérence des datasets entre les différentes entités et ainsi contribuer à la création du data model.",100.0,650.0,375.0,Hauts-De-Seine,75,Mission freelance,,,,,2024-07-15,,,/fr/tech-it/analyste/job-mission/business-analyst-data-gouvernance-1,,,,,,,,Free Work
VISIAN,Data Analyst,"VISIAN, filiale d'un grand groupe technologique de plus de 6500 personnes, est une société de conseil spécialisée dans l'innovation, la conception de produits et la data. Ses consultants technophiles allient compréhension des enjeux digitaux et vision produit. 

De la structuration des DSI à la conception de produits digitaux en passant par la valorisation de la data, VISIAN concrétise les objectifs de ses clients en faisant converger ambition et faisabilité. 

Fondée par des consultants, VISIAN connait une croissance rapide pour atteindre 14 millions de CA cette année et renforce ses partenariats avec de nombreux clients grands-comptes sur Paris et Marseille.","Contexte : La direction Risk Management et Lutte Contre La Fraude propose aux établissements du Groupe et à ses clients, un ensemble de services et prestations dédiés à la Lutte contre la Fraude. Ces services et prestations évoluent en fonction des exigences réglementaires, du déploiement de nouveaux moyens de paiements et de l’évolution de la fraude. La prestation consiste à : · Comprendre l’environnement et le métier · S'approprier les dashboard existants · Comprendre et mettre en lumière les KPI des métiers : refontes design et graphiques · Participer à la collecte, la transformation et la gestion des données pour en assurer l'intégrité, la sécurité et la qualité · Animer des groupes de travail avec les sponsors pour collecter les besoins · Elaborer et automatiser les traitements · Formation et accompagnement des utilisateurs.",100.0,620.0,360.0,Île-De-France,75,Mission freelance,,,,,2024-07-15,,,/fr/tech-it/analyste/job-mission/data-analyst-561,,,,,,,,Free Work
Frank Recruitment Group Services Ltd,Data / Business Analyst,"A division of Tenth Revolution Group, Frank Recruitment Group is a specialist technology recruitment business operating from 24 offices across North America, EMEA and Asia Pacific. 

This enables the company to cover expansive geographic areas and assists in creating one global process, with the same training, systems, database and management structure and most importantly one global culture.  

The business focuses on specialist product markets exhibiting strong growth and supply shortages in which it can become the recognised brand leader, with seven unique brands each focused on delivering world-leading talent for one specific technology: Nigel Frank International (Microsoft), Mason Frank International (Salesforce), Jefferson Frank (AWS), Washington Frank International (ERP), Anderson Frank International (NetSuite), Nelson Frank (ServiceNow), and FRG Technology Consulting (emerging and specialist tech). 

For more information, visit frankgroup.com","Notre client, acteur majeur du secteur des voyages, basé sur Paris, est à la recherche d'un talent passionné pour intégrer son équipe en tant que Data / Business Analyst. Rejoignez une entreprise innovante, constituée de plus de 500 personnes, et profitez des nombreux avantages d'un poste très varié. Au cœur de la stratégie Data, votre rôle sera crucial pour accompagner les équipes métier dans leurs besoins en données, en analyses et en reporting. Principales missions : Analyses et reporting. Pilotage des projets de données depuis la définition du besoin jusqu'à la livraison. Extraction de données à partir de Snowflake. Réalisation d'analyses ponctuelles et calcul des indicateurs clés de performance (KPIs). Développement et mise à jour des tableaux de bord PowerBI. Documentation des sources de données et proposition d'améliorations basées sur les analyses effectuées Description du profil : Titulaire d'un Bac +5 informatique ou d'un diplôme d'ingénieur 5 années d'expérience minimum en expertise Data Analyse Maitrise technique : Langage SQL, des principes de modélisation et alimentation d'entrepôts de données. Vous maîtrisez un ou plusieurs outils BI : · Base de données : Teradata, Oracle, PostgreSQL… · Intégration : Microsoft BI (SSIS), ODI, Informatica, Talend… · Visualisation : Power BI, Tableau, Qlikview… (La connaissance de Snowflake est un plus) Qualités requises : Bon esprit d'analyse et de synthèse, rigoureux, autonome, bonne communication, curieux, force de proposition Avantages : Equipe Data à taille humaine Forte valeur ajoutée des projets Candidatures confidentielles",50.0,60.0,55.0,Île-De-France,75,CDI,,,,,2024-07-20,,,/fr/tech-it/analyste/job-mission/data-business-analyst-17,,,,,,,,Free Work
HAYS MEDIAS,Data analyst H/F,"Hays plc est l'un des principaux groupes mondiaux de recrutement de professionnels. Hays est l'expert du recrutement de personnes qualifiées, professionnelles et compétentes dans le monde entier. Hays est le leader du marché au Royaume-Uni et en Asie-Pacifique et également l'un des leaders du marché en Europe continentale et en Amérique latine. Hays intervient pour le compte de milliers d’entreprises des secteurs privé et public, sur des postes en CDI, CDD, Travail Temporaire et Contracting.
 
Hays France & Luxembourg compte aujourd’hui plus de 650 salariés répartis au sein de 22 bureaux (Aix-en-Provence, Amiens, Biarritz, Bordeaux, Clermont-Ferrand, Dijon, Grenoble, La Rochelle, Lille, Lyon, Montpellier, Nancy, Nantes, Nice, Paris, Reims, Rennes, Rouen, Strasbourg, Toulouse, Tours et au Luxembourg) couvrant 25 secteurs d’activité.","Au sein de la DSI du groupe et sous la responsabilité du Product manager, vous prenez en charge des travaux d'exploitation des données de l'entreprise. Ces réalisations font partie de la mise en place d'un nouvel ERP au sein de l'entreprise (Dynamics 365). Les missions : Exploitation des données de l'entreprise. Edition : type SSRS ou electronic report embarqué dans l'ERP. Analyser les données de l'entreprise pour identifier les tendances, les modèles et les insights qui peuvent aider à la prise de décision stratégique. Création de rapports : développer, maintenir des rapports et des tableaux de bord en utilisant Power BI pour visualiser les données de manière significative. Modélisation des données : concevoir et mettre en œuvre des modèles de données pour soutenir les besoins de l'entreprise en matière de reporting et d'analyse. Optimisation des processus : utiliser les données pour optimiser les processus d'entreprise et améliorer l'efficacité opérationnelle.",40.0,45.0,42.5,Aix-En-Provence,13,CDI,,,,,2024-07-17,,,/fr/tech-it/analyste/job-mission/data-analyst-h-f-277,,,,,,,,Free Work
52 Entertainment,[52 Paris] Game Data Analyst,"52 Entertainment is a leading e-gaming company, worldwide leader in various e-mind &amp; strategy games such as Bridge, Tarot, Spades, Belote, Solitaire and e-sailing.52 Entertainment is proud to be part of the French Tech 120 ranking.Some of its most recognized brands are :[Bridge Base Online] (https://www.bridgebase.com)[Funbridge] (https://www.funbridge.com)[Exoty] (https://exoty.com)[Casualino] (https://casualino.com)[Virtual Regatta] (https://www.virtualregatta.com)[Loop Games] (https://play.google.com/store/apps/dev?id=5014688380385987684&amp;hl=en&amp;gl=US).At the crossroads of gaming, entertainment and e-sport, 52 Entertainment provides unique experiences to its passionate communities. Based in France with offices and people all around the globe, 52 Entertainment builds tomorrow’s company based on People, Innovation and Mindset.","nan --- Your ProfileLocation: ParisExperience: 3+ years of experience in Data ( at least 1.5 year in the gaming industry, working on the Product side)Fluent EnglishHighly open minded, diplomat and pedagogicalYour skillsFamiliar with product analytics concepts and toolsProficiency writing SQL queries and Excel formulasBI tools (Looker, Tableau, …)Product analytics tools (Heap, Mixpanel, …)Strong communication skills and facilitation abilities: Proven ability to break down, explain and defend analytical insights to non-technical stakeholders",,,,Boulogne-Billancourt,92,CDI,3 à 4 ans,Bac +5 et plus ou équivalents,Télétravail partiel autorisé,"['Compétences en communication', 'Pensée créative']['Looker', 'Tableau', 'Sql', 'Jupyter', 'Python']",2024-05-14,Video Games,300,https://www.welcometothejungle.com/en/companies/52-entertainment/jobs/52-paris-game-data-analyst_boulogne-billancourt,,,,2016.0,5E_LqpgRQM,48.82689,2.2382,Welcome to the jungle
52 Entertainment,Junior Data Analyst (BI Analyst),"52 Entertainment est le leader mondial dans divers jeux de stratégie et de réflexion en ligne.À la croisée des chemins entre le jeu, le divertissement et l’e-sport, 52 Entertainment présente un profil unique dans l’industrie du jeu en tant qu’unique plateforme Evergreen (plus de 50 jeux) rassemblant des communautés de joueurs passionnés et fidèles avec plus d’un milliard de parties jouées chaque année. 52 Entertainment est le leader mondial dans plus de 5 catégories de jeux à succès, dont le bridge (BBO et Funbridge), la voile électronique (Virtual Regatta), le tarot, la belote, la canasta moderne et les dominos ainsi que les jeux casuals (Casualino, Loop Games).Son rayonnement est mondial (plus de 180 pays et plus de 27 langues prises en charge), son modèle économique est très rentable, résilient et prévisible, basé sur des modèles récurrents, des taux d’engagement élevés, une monétisation hybride et des économies unitaires exceptionnelles.","52 Entertainment, a game publishing company, is seeking a passionate Data Analyst to support its development. Driven by studios such as Bridge Base Online, Funbridge, Virtual Regatta, Loop Games or Casualino, …, and regularly used by more than 2M daily players worldwide, our company is growing at a rapid pace and is looking for new and talented people.We are looking for a junior Data Analyst to join our Data Team.You will be responsible for delivering insights and recommendations about our games with the goal of optimizing and growing 52 Entertainment overall business.You will work inside the Data Team (3 Data Analysts, 3 Data Engineers) and you will report to the Lead Business Analyst.StackGoogle BigQuery (storage), dbt (transformations), Looker (BI), Google Sheets, Excel, Jira, Confluence, Slack, Github, Deepnote, Databox.Team descriptionThe Data team at 52 entertainment is full of talents working on Business &amp; Financial, Product and Marketing KPIs. It is a cross-functional team that connects with all business units (US, Europe, Asia).The candidate will be working from our Parisian office (Boulogne-Billancourt) and will interact in English with several teams spread over Europe and the US.We talk to each other on a daily basis, organize frequent virtual coffees with members on different sites.Some are geeks, some are not, apply as you are, we’re a diversity-friendly team.Missions·       Support insight-driven decision making throughout the entire company.·       Drive growth by providing timely analytics, excel tools and interactive dashboards to business partners.·       Support and assist business-owners to find, extract and understand the data about their game.·       Create and share compelling presentations and documents based on findingsWe’re excited about you because…You’re willing to discover the world of Data, rich with interesting problems and challenges.You pay attention to details and you like to understand why a few cents are missing out of a thousand.You are eager to work and interact with diverse profiles such as Marketing managers, Product managers, Business owners, Financial analysts.You know that working for a Gaming company means fun, but also commitment and passion to the job. --- A first data experience (through studies, internship or apprenticeship)Good Excel knowledgeAt least basic SQL skills. You will learn advanced SQL on the job, but you will be required to know a few standard SQL commands to be invited for an interview.Knowledge of a BI tool (PowerBI, Tableau, Looker, etc.)Good communication skills (able to prepare and give Powerpoint presentations)Highly open mindedProject management &amp; time management skills (you will work with great autonomy, so you will often need to set your own schedule)Fluent EnglishDesirableIntermediate FrenchPython knowledgeLooker experienceAdvanced SQL skillsBenefitsWork in a scale-up with exceptional growthBrand new office in Boulogne-Billancourt (Paris)Highly interesting work environment with flat hierarchies, fast pace, and funHigh autonomy. No micro-managing here. When you’ll be up to speed, you’ll be given high-level directions and you will often be free to solve problems in the way you feel is best.Amazingly friendly Data team.In-office only",35000.0,40000.0,37500.0,Boulogne-Billancourt,92,CDI,6 mois à 1 an,Bac +5 et plus ou équivalents,Télétravail ponctuel autorisé,,2024-07-09,Video Games,300,https://www.welcometothejungle.com/en/companies/52-entertainment/jobs/junior-data-analyst-bi-analyst_boulogne-billancourt,,,,2016.0,5E_gm6NpDK,48.82689,2.2382,Welcome to the jungle
ACC - Automotive Cells Company,Besoin HR Data Analyst (F/H),"La mission d’ACC est d’accélérer la transition vers une mobilité durable et abordable pour tous, en réduisant considérablement les émissions de gaz à effet de serre. Notre objectif est d’innover et de fournir des batteries performantes, tout en contribuant à la transition industrielle et environnementale vers une mobilité plus propre.Prenez votre place au sein d’un leader européen de la production de batteries pour véhicules électriques, un pionnier de la “Battery Valley” Européenne.","The HR Data Analyst will play a pivotal role in collecting, analyzing, and interpreting HR data to drive strategic decision-making and support HR initiatives. Use data analysis to improve HR practices, enhance employee experiences, and contribute to the organization&#39;s overall success.Cross functional role :YESExternal relations :External providersMAIN MISSIONS, OBJECTIVES AND KPIS RELATEData Governance :· Gather, organize, and maintain HR data from various sources to ensure accuracy and completeness.· Establish robust data management practices and procedures.· Ensure HR data handling complies with data protection regulations.· Safeguard the confidentiality and security of sensitive HR data.· Ensure Bridge with data department.Data Analytics :· Analyze HR data to extract valuable insights and trends.· Generate regular and ad-hoc reports, visualizations, and dashboards to aid decision-making.· Develop and monitor key HR metrics and KPIs to assess the effectiveness of HR processes.· Contribute to the development of data-driven strategies to improve HR outcomes.· Provide actionable insights derived from data analysis to support HR initiatives.· Collaborate with HR teams to make data-informed decisions that enhance HRProcess Improvement:· Identify opportunities to streamline HR data processes and enhance data quality.· Collaborate with HR teams to implement process improvements, automation and increase efficiency.· Provide training and support to HR staff on data-related tools and best practices.· Share knowledge and insights with colleagues to promote a data-driven HR culture. --- Knowledge / Know how :Data Analysis Skills/ HR Knowledge/ Data Management/ Project Management/ Visualization and Reporting/Experience (domain, number of years) :&gt;2 years (apprentices included)Qualifications (diplomas, languages…) :Master of Science in Human Resource Management. Master of Science in Data Science or Analytics. Master of Science in Industrial-Organizational Psychology. French, EnglishKey behaviours :Critical Thinking/ Communication Skills/ Attention to Detail/ Continuous Learning/ Teamwork agility and proactiveSome extra skills which make the difference :PowerBI, SAP SuccessFactors, Experience in IndustryWhy join us?Our Advantages and Perks: new premises, parking spaces reserved for carpoolers, possibility of recharging your electric car on reserved spaces in our parking lot.Other perks and advantages include : Company restaurant, meal and also vegetables/fruits baskets delivery service. Janitorial services, telecommuting, complementary retirement plan (subject to a salary threshold), additionnal &amp; seniority leaves, well-being workshops, osteopathy sessions.You will also benefit from access to our Sports &amp; Culture association, conferences, and also sports, holidays and culture subsidy.https://www.youtube.com/watch?v=NbXdlWjWhX8https://www.acc-emotion.com/fr/facilities/bruges-bordeauxOur process usually involves 3 interviews: 2 technical and one HR.",,,,Bruges,33,CDI,2 à 3 ans,none,Pas de télétravail,"['Emotion', 'Teamwork', 'Sap']",2024-07-08,"Specialised Engineering, Energy, Automotive",1200,https://www.welcometothejungle.com/en/companies/acc-automotive-cells-company/jobs/besoin-hr-data-analyst-f-h_bruges_AACC_5k4dAma,,94,,2020.0,AACC_5k4dAma,44.88814,-0.61042,Welcome to the jungle
ACC - Automotive Cells Company,Besoin HR Data Analyst (F/H),"La mission d’ACC est d’accélérer la transition vers une mobilité durable et abordable pour tous, en réduisant considérablement les émissions de gaz à effet de serre. Notre objectif est d’innover et de fournir des batteries performantes, tout en contribuant à la transition industrielle et environnementale vers une mobilité plus propre.Prenez votre place au sein d’un leader européen de la production de batteries pour véhicules électriques, un pionnier de la “Battery Valley” Européenne.","nan --- Knowledge / Know how :Data Analysis Skills/ HR Knowledge/ Data Management/ Project Management/ Visualization and Reporting/Experience (domain, number of years) :&gt;2 years (apprentices included)Qualifications (diplomas, languages…) :Master of Science in Human Resource Management. Master of Science in Data Science or Analytics. Master of Science in Industrial-Organizational Psychology. French, EnglishKey behaviours :Critical Thinking/ Communication Skills/ Attention to Detail/ Continuous Learning/ Teamwork agility and proactiveSome extra skills which make the difference :PowerBI, SAP SuccessFactors, Experience in IndustryWhy join us?Our Advantages and Perks: new premises, parking spaces reserved for carpoolers, possibility of recharging your electric car on reserved spaces in our parking lot.Other perks and advantages include : Company restaurant, meal and also vegetables/fruits baskets delivery service. Janitorial services, telecommuting, complementary retirement plan (subject to a salary threshold), additionnal &amp; seniority leaves, well-being workshops, osteopathy sessions.You will also benefit from access to our Sports &amp; Culture association, conferences, and also sports, holidays and culture subsidy.https://www.youtube.com/watch?v=NbXdlWjWhX8https://www.acc-emotion.com/fr/facilities/bruges-bordeauxOur process usually involves 3 interviews: 2 technical and one HR.",,,,Bruges,33,CDI,2 à 3 ans,,Pas de télétravail,"['Compétences en communication', 'Pensée créative']['Looker', 'Tableau', 'Sql', 'Jupyter', 'Python']",2024-06-06,"Specialised Engineering, Energy, Automotive",1200,,,94,,2020.0,AACC_GbrGNeA,44.88814,-0.61042,Welcome to the jungle
Ad Astra,Consultant Data Management,"Ad Astra c’est …  Le cabinet dédié à l’accompagnement des directions financières des clients grands comptes du groupe In Extenso.Ad Astra, c’est aussi : Un cabinet à taille humaine au sein d’un grand groupeDes collaborateurs jeunes, dynamiques, et surtout très très sympasPlusieurs expertises : expertise comptable, externalisation, advisory , assistance opérationnelle Des clients prestigieux (CAC 40, SBF120, ETI..)« Vers les étoiles » en latinUn cabinet qui porte le nom d’un film avec Brad Pitt 😊","Nous cherchons le Leader de demain qui pilotera et développera l’offre « Data Management ».A court terme, vous interviendrez dans le cadre de vos missions auprès de nos clients, PME, ETI &amp; GC dans la mise en place de leur Stratégie de Data Management le déploiement opérationnel au sein de l’organisation. Vous contribuerez en parallèle développement de l’offre et la vie interne du cabinet (formation, encadrement et accompagnement, contribution dans la rédaction des propositions commerciales, organisation évènementielle d’activité d’équipe). --- Expérience réussie en tant que consultant ou manager conseil Data Governance, intervenant auprès de directions métier dans des projets de transformation majeureVotre formation :  Bac + 5, École de commerce, École d’ingénieur, Université, IAEVous avez une expérience d’au moins 3 ans d’expérience dans le Data ManagementVous avez un intérêt marqué pour les sujets liés à la gestion des données, et une appétence pour les outils data ainsi que la volonté permanente de développer de nouvelles compétences sur le sujetVos qualités : rigueur, esprit analytique, bonne communication orale et écrite, curiosité, volonté permanente de s’améliorer, réceptivité au feedback, goût pour le travail en équipe, capacité d’organisationPoste situé à Paris. Mobilité attendue dans le cadre des missions clientsVos compétences clés :La maîtrise d’une ou plusieurs expertises de Data Management est indispensable. La maîtrise des technologies Microsoft Power Platform est indispensable.Data Storage : Connaissance ou expertise dans les environnements et solutions de stockage de données, notamment cloud native SaaS, tel qu’Azure, AWS, GCP…Data Architecture &amp; Data Modeling : Maitrise d’une ou plusieurs pratiques d’architecture de données tel que le 3NF, DataVault, DataMesh, Data fabric Star Schema. N.b : La maîtrise de la modélisation en étoile est indispensableData Integration &amp; Automation : Connaissance d’un ou plusieurs outils d’intégration de données ETL (Oracle, Matillion, Talend…). Une bonne maîtrise des librairies et packages python pour l’automatisation et l’intégration est un plusData Analysis &amp; Visualisation : La maîtrise de PowerBI est indispensable. Une bonne connaissance des package d’analyse et restitution de données en Python est souhaitée (notamment pandas). La connaissance ou maîtrise d’autres outils de visualisation de données tel que Looker, Tableau ou Qlick est un plus.Data Quality &amp; Governance : Connaissance des bonnes pratiques de contrôle de qualité et gouvernance de donnéesExpertise Sectorielle : La connaissance des enjeux et des processus business en assurance est un plusLeadership : Excellentes capacités de présentation et leadership",,,,Paris,75,CDI,Débutant·e accepté·e,none,Télétravail partiel autorisé,"['Fabric', 'Oracle', 'Looker', 'Pandas', 'Tableau', 'Azure', 'Aws', 'Talend', 'Python', 'Microsoft power platform', 'Aptitude à animer des présentations']",2024-07-09,"Accounting, Organization / Management, Change Management",330,https://www.welcometothejungle.com/fr/companies/ad-astra/jobs/consultant-data-management_paris,,85,55,,AA_YzmL081,48.86998,2.30181,Welcome to the jungle
